ID_Produto,Produto,Preco_Unitario,Satisfacao_Media,Material,Data_Fabricacao
P7175,Calça Jeans Vermelha 7175,375.42,4.5,Sarja,2025-01-01
P7176,Jaqueta Jeans Marrom 7176,246.07,3.8,Denim,2022-06-16
P7177,Regata Canelada Amarela 7177,307.69,4.3,Algodão,2022-11-05
P7178,Camiseta Oversized Azul 7178,45.95,4.5,Algodão,2024-06-19
P7179,Regata Esportiva Azul 7179,175.66,4.8,Algodão,2024-05-20
P7180,Jaqueta Puffer Bege 7180,303.65,4.3,Poliéster,2023-08-18
P7181,Moletom Estampado Bege 7181,59.39,4.1,Algodão/Poliéster,2023-05-22
P7182,Camiseta Estampada Marrom 7182,216.64,4.1,Algodão,2026-04-17
P7183,Jaqueta Corta-Vento Vermelha 7183,268.24,5.0,Nylon,2023-11-08
P7184,Saia Plissada Bege 7184,294.65,4.1,Poliéster,2025-06-07
P7185,Camiseta Polo Bege 7185,164.15,4.3,Algodão,2026-06-09
P7186,Saia Midi Azul 7186,302.23,4.4,Poliéster,2022-11-25
P7187,Bermuda Cargo Marrom 7187,204.82,3.7,Sarja,2025-05-31
P7188,Bermuda Moletom Rosa 7188,320.56,3.9,Sarja,2025-08-11
P7189,Moletom Básico Bege 7189,189.2,3.5,Algodão/Poliéster,2022-03-30
P7190,Conjunto Moletom Branca 7190,91.81,3.8,Algodão/Poliéster,2022-04-13
P7191,Blusa Canelada Rosa 7191,354.95,4.1,Viscose,2021-12-01
P7192,Regata Esportiva Bege 7192,274.75,4.2,Algodão,2024-06-27
P7193,Calça Cargo Branca 7193,399.89,4.7,Sarja,2025-04-25
P7194,Bermuda Cargo Vermelha 7194,307.53,4.5,Sarja,2025-04-05
P7195,Blusa Social Verde 7195,269.44,4.5,Viscose,2023-03-14
P7196,Camiseta Oversized Rosa 7196,55.84,4.0,Algodão,2024-12-25
P7197,Saia Midi Vermelha 7197,109.97,4.4,Poliéster,2021-03-03
P7198,Regata Esportiva Cinza 7198,293.05,3.8,Algodão,2024-09-20
P7199,Conjunto Moletom Branca 7199,109.05,3.9,Algodão/Poliéster,2023-09-08
P7200,Blazer Social Amarela 7200,344.04,3.9,Poliéster,2025-09-14
P7201,Moletom Canguru Preta 7201,334.01,4.3,Algodão/Poliéster,2026-06-26
P7202,Bermuda Cargo Preta 7202,151.51,3.6,Sarja,2024-02-25
P7203,Moletom Básico Bege 7203,325.67,4.3,Algodão/Poliéster,2024-07-10
P7204,Regata Esportiva Branca 7204,74.68,4.2,Algodão,2026-04-05
P7205,Blusa Básica Branca 7205,264.37,3.9,Viscose,2022-12-12
P7206,Camisa Linho Bege 7206,74.79,4.8,Algodão,2021-10-27
P7207,Bermuda Jeans Marrom 7207,266.68,4.5,Sarja,2023-11-14
P7208,Blazer Slim Verde 7208,121.53,4.2,Poliéster,2023-01-06
P7209,Blazer Casual Rosa 7209,54.39,4.5,Poliéster,2024-08-06
P7210,Bermuda Jeans Vermelha 7210,40.18,4.0,Sarja,2025-06-09
P7211,Calça Social Verde 7211,317.84,3.8,Sarja,2023-11-09
P7212,Blazer Casual Azul 7212,320.37,3.5,Poliéster,2022-09-30
P7213,Blazer Slim Verde 7213,253.97,4.3,Poliéster,2024-03-14
P7214,Moletom Básico Preta 7214,119.4,4.0,Algodão/Poliéster,2023-07-06
P7215,Blazer Slim Marrom 7215,376.72,3.6,Poliéster,2022-01-20
P7216,Camiseta Estampada Branca 7216,101.08,4.5,Algodão,2025-05-19
P7217,Blusa Social Amarela 7217,196.38,4.1,Viscose,2022-11-19
P7218,Saia Midi Rosa 7218,300.9,3.9,Poliéster,2024-01-20
P7219,Camisa Flanela Verde 7219,55.66,3.9,Algodão,2026-02-23
P7220,Calça Cargo Cinza 7220,148.46,4.3,Sarja,2022-01-24
P7221,Moletom Básico Vermelha 7221,103.9,4.7,Algodão/Poliéster,2023-06-03
P7222,Calça Cargo Amarela 7222,176.83,4.2,Sarja,2021-12-28
P7223,Bermuda Esportiva Azul 7223,191.17,4.5,Sarja,2023-06-23
P7224,Regata Canelada Amarela 7224,115.74,4.6,Algodão,2022-09-16
P7225,Bermuda Esportiva Vermelha 7225,61.78,4.6,Sarja,2026-03-10
P7226,Conjunto Moletom Rosa 7226,323.32,4.0,Algodão/Poliéster,2022-09-19
P7227,Bermuda Moletom Verde 7227,345.9,4.2,Sarja,2024-06-24
P7228,Conjunto Esportivo Cinza 7228,131.68,3.8,Poliéster,2021-10-10
P7229,Jaqueta Corta-Vento Rosa 7229,181.56,4.6,Nylon,2023-08-02
P7230,Conjunto Casual Cinza 7230,186.68,4.1,Algodão,2025-09-23
P7231,Conjunto Casual Cinza 7231,91.86,4.7,Algodão,2024-10-22
P7232,Blazer Casual Bege 7232,87.25,4.2,Poliéster,2022-08-08
P7233,Calça Social Cinza 7233,127.96,3.5,Sarja,2026-07-04
P7234,Vestido Longo Bege 7234,114.65,4.1,Viscose,2025-07-18
P7235,Jaqueta Bomber Bege 7235,227.03,3.9,Poliéster,2023-04-13
P7236,Moletom Estampado Verde 7236,207.5,4.4,Algodão/Poliéster,2026-07-08
P7237,Saia Casual Amarela 7237,101.3,3.7,Poliéster,2022-01-23
P7238,Regata Canelada Cinza 7238,269.87,4.0,Algodão,2022-11-18
P7239,Camiseta Básica Marrom 7239,378.04,4.1,Algodão,2026-04-10
P7240,Bermuda Jeans Branca 7240,214.44,4.2,Sarja,2026-07-01
P7241,Calça Cargo Cinza 7241,149.64,4.2,Sarja,2025-08-31
P7242,Vestido Floral Bege 7242,312.13,5.0,Viscose,2022-01-31
P7243,Vestido Casual Cinza 7243,322.36,3.9,Viscose,2022-03-29
P7244,Bermuda Cargo Bege 7244,43.46,4.9,Sarja,2024-09-01
P7245,Calça Cargo Cinza 7245,137.52,4.3,Sarja,2021-04-26
P7246,Moletom Canguru Preta 7246,399.89,4.0,Algodão/Poliéster,2026-08-13
P7247,Saia Jeans Amarela 7247,399.89,4.1,Poliéster,2026-05-02
P7248,Bermuda Moletom Cinza 7248,211.42,3.7,Sarja,2025-07-31
P7249,Regata Canelada Bege 7249,335.78,3.2,Algodão,2026-06-27
P7250,Moletom Básico Branca 7250,122.92,3.8,Algodão/Poliéster,2022-04-21
P7251,Blazer Casual Cinza 7251,322.64,4.4,Poliéster,2025-12-29
P7252,Blusa Social Rosa 7252,399.89,4.5,Viscose,2022-06-17
P7253,Blazer Casual Preta 7253,146.13,4.8,Poliéster,2021-09-08
P7254,Regata Esportiva Marrom 7254,333.6,4.2,Algodão,2022-06-27
P7255,Conjunto Casual Verde 7255,266.65,3.7,Algodão,2025-05-22
P7256,Regata Esportiva Marrom 7256,267.24,3.7,Algodão,2026-05-06
P7257,Vestido Longo Azul 7257,102.54,4.0,Viscose,2024-06-20
P7258,Camiseta Básica Amarela 7258,398.09,4.6,Algodão,2022-05-23
P7259,Jaqueta Bomber Vermelha 7259,123.81,5.0,Poliéster,2024-05-28
P7260,Bermuda Esportiva Marrom 7260,299.91,4.3,Sarja,2023-11-21
P7261,Bermuda Cargo Amarela 7261,272.07,4.2,Sarja,2023-12-08
P7262,Bermuda Moletom Vermelha 7262,250.96,4.5,Sarja,2022-12-25
P7263,Vestido Floral Bege 7263,238.45,2.9,Viscose,2021-10-14
P7264,Conjunto Casual Preta 7264,264.82,4.1,Algodão,2023-01-18
P7265,Blazer Casual Vermelha 7265,217.36,3.6,Poliéster,2026-01-17
P7266,Regata Canelada Preta 7266,283.78,4.5,Algodão,2023-04-25
P7267,Bermuda Jeans Bege 7267,217.97,3.8,Sarja,2021-02-12
P7268,Blazer Slim Branca 7268,285.73,4.6,Poliéster,2022-12-15
P7269,Camiseta Slim Preta 7269,228.39,4.0,Algodão,2023-08-12
P7270,Camiseta Estampada Bege 7270,399.89,3.6,Algodão,2024-05-26
P7271,Bermuda Cargo Cinza 7271,89.47,4.2,Sarja,2024-08-20
P7272,Vestido Casual Cinza 7272,236.94,4.6,Viscose,2023-05-31
P7273,Blusa Canelada Rosa 7273,225.63,4.5,Viscose,2021-10-24
P7274,Jaqueta Corta-Vento Preta 7274,337.11,3.9,Nylon,2023-07-02
P7275,Saia Jeans Cinza 7275,249.41,4.4,Poliéster,2021-01-07
P7276,Blazer Slim Azul 7276,326.51,5.0,Poliéster,2023-11-13
P7277,Blazer Casual Azul 7277,68.2,3.9,Poliéster,2023-07-11
P7278,Camiseta Slim Cinza 7278,92.47,4.4,Algodão,2023-01-07
P7279,Regata Canelada Rosa 7279,365.32,3.7,Algodão,2024-10-01
P7280,Blusa Canelada Preta 7280,161.86,4.9,Viscose,2025-04-11
P7281,Saia Plissada Amarela 7281,334.43,4.4,Poliéster,2022-06-30
P7282,Blusa Manga Longa Branca 7282,363.87,4.1,Viscose,2023-11-08
P7283,Moletom Com Capuz Amarela 7283,261.76,4.3,Algodão/Poliéster,2023-11-21
P7284,Camiseta Polo Verde 7284,133.08,4.8,Algodão,2023-11-20
P7285,Regata Canelada Bege 7285,92.67,4.1,Algodão,2023-04-15
P7286,Camisa Social Preta 7286,57.06,4.0,Algodão,2022-03-11
P7287,Camisa Manga Curta Verde 7287,229.85,4.0,Algodão,2021-12-21
P7288,Moletom Com Capuz Branca 7288,44.96,5.0,Algodão/Poliéster,2021-03-05
P7289,Bermuda Moletom Verde 7289,286.39,4.0,Sarja,2021-04-18
P7290,Jaqueta Bomber Branca 7290,60.83,5.0,Poliéster,2025-08-02
P7291,Saia Jeans Branca 7291,396.78,4.2,Poliéster,2021-05-25
P7292,Moletom Canguru Branca 7292,171.78,4.7,Algodão/Poliéster,2025-11-05
P7293,Saia Casual Preta 7293,164.29,4.5,Poliéster,2026-01-29
P7294,Blusa Básica Cinza 7294,213.35,5.0,Viscose,2022-05-15
P7295,Saia Jeans Rosa 7295,236.68,4.1,Poliéster,2023-07-06
P7296,Calça Sarja Azul 7296,175.76,4.3,Sarja,2023-01-15
P7297,Shorts Jeans 7297,96.64,4.2,Algodão,2023-03-26
P7298,Saia Plissada Bege 7298,138.53,5.0,Poliéster,2023-01-11
P7299,Bermuda Cargo Branca 7299,242.79,4.3,Sarja,2022-12-10
P7300,Moletom Com Capuz Azul 7300,271.55,4.6,Algodão/Poliéster,2024-11-16
P7301,Calça Jeans Cinza 7301,287.46,4.9,Sarja,2023-05-04
P7302,Bermuda Cargo Amarela 7302,244.27,4.1,Sarja,2022-01-23
P7303,Conjunto Moletom Preta 7303,375.02,4.1,Algodão/Poliéster,2023-02-23
P7304,Vestido Midi Vermelha 7304,301.53,4.7,Viscose,2026-07-18
P7305,Moletom Estampado Preta 7305,356.81,4.6,Algodão/Poliéster,2026-08-06
P7306,Bermuda Esportiva Branca 7306,303.73,4.4,Sarja,2021-05-08
P7307,Camisa Social Amarela 7307,100.28,3.6,Algodão,2024-04-06
P7308,Vestido Floral Azul 7308,359.88,4.1,Viscose,2026-07-08
P7309,Calça Jeans Cinza 7309,335.44,4.7,Sarja,2022-02-06
P7310,Blazer Slim Verde 7310,268.65,4.2,Poliéster,2021-05-23
P7311,Jaqueta Jeans Branca 7311,316.28,4.4,Denim,2022-03-15
P7312,Blusa Manga Longa Cinza 7312,151.76,4.2,Viscose,2022-10-19
P7313,Bermuda Jeans Branca 7313,59.23,4.8,Sarja,2026-04-18
P7314,Moletom Com Capuz Verde 7314,343.88,5.0,Algodão/Poliéster,2022-06-03
P7315,Saia Jeans Branca 7315,162.94,3.9,Poliéster,2022-11-18
P7316,Jaqueta Jeans Azul 7316,367.14,4.3,Denim,2022-06-22
P7317,Calça Jogger Branca 7317,371.51,4.6,Sarja,2023-03-22
P7318,Conjunto Moletom Cinza 7318,202.07,4.0,Algodão/Poliéster,2026-08-20
P7319,Blazer Slim Verde 7319,170.92,4.0,Poliéster,2021-06-23
P7320,Saia Jeans Marrom 7320,140.56,3.0,Poliéster,2023-08-07
P7321,Bermuda Cargo Vermelha 7321,341.91,4.9,Sarja,2024-06-24
P7322,Blusa Manga Longa Vermelha 7322,174.05,4.2,Viscose,2021-09-05
P7323,Vestido Floral Marrom 7323,381.78,4.4,Viscose,2021-04-02
P7324,Blazer Casual Cinza 7324,72.85,3.7,Poliéster,2026-07-26
P7325,Moletom Canguru Verde 7325,361.87,4.3,Algodão/Poliéster,2022-07-11
P7326,Moletom Com Capuz Verde 7326,291.36,5.0,Algodão/Poliéster,2022-05-18
P7327,Jaqueta Jeans Azul 7327,399.89,4.7,Denim,2022-12-23
P7328,Vestido Floral Marrom 7328,51.25,4.3,Viscose,2021-05-31
P7329,Bermuda Jeans Rosa 7329,359.65,4.2,Sarja,2021-11-01
P7330,Moletom Básico Rosa 7330,200.96,4.0,Algodão/Poliéster,2021-02-20
P7331,Blusa Canelada Rosa 7331,85.99,4.3,Viscose,2024-01-12
P7332,Saia Casual Preta 7332,214.62,4.7,Poliéster,2023-08-17
P7333,Calça Cargo Rosa 7333,263.21,4.1,Sarja,2022-07-22
P7334,Camiseta Polo Rosa 7334,353.51,3.8,Algodão,2026-03-16
P7335,Vestido Longo Rosa 7335,279.85,4.9,Viscose,2022-09-24
P7336,Vestido Casual Vermelha 7336,119.79,4.2,Viscose,2021-02-05
P7337,Blusa Social Azul 7337,238.0,4.7,Viscose,2021-07-26
P7338,Camisa Social Preta 7338,55.08,3.8,Algodão,2025-02-09
P7339,Conjunto Casual Verde 7339,340.12,4.2,Algodão,2024-01-09
P7340,Vestido Longo Rosa 7340,164.78,4.2,Viscose,2022-06-23
P7341,Blusa Canelada Preta 7341,45.29,3.8,Viscose,2022-05-27
P7342,Moletom Básico Preta 7342,169.86,4.1,Algodão/Poliéster,2022-03-30
P7343,Bermuda Cargo Bege 7343,372.48,4.0,Sarja,2023-05-23
P7344,Blazer Slim Bege 7344,177.25,4.6,Poliéster,2024-12-27
P7345,Camisa Manga Curta Preta 7345,88.81,4.5,Algodão,2024-08-13
P7346,Blazer Slim Branca 7346,162.78,4.5,Poliéster,2025-03-28
P7347,Conjunto Casual Marrom 7347,254.0,4.7,Algodão,2021-03-27
P7348,Camiseta Básica Rosa 7348,42.91,4.4,Algodão,2024-03-02
P7349,Saia Plissada Preta 7349,356.34,3.6,Poliéster,2025-05-01
P7350,Regata Esportiva Verde 7350,162.77,5.0,Algodão,2022-02-23
P7351,Moletom Canguru Verde 7351,52.53,4.2,Algodão/Poliéster,2024-04-20
P7352,Blazer Casual Bege 7352,263.96,4.0,Poliéster,2021-01-14
P7353,Vestido Casual Bege 7353,84.81,3.9,Viscose,2026-02-26
P7354,Camisa Linho Verde 7354,95.58,4.5,Algodão,2025-03-06
P7355,Bermuda Esportiva Preta 7355,195.53,4.2,Sarja,2024-07-13
P7356,Camisa Flanela Verde 7356,77.1,3.7,Algodão,2024-05-25
P7357,Camiseta Estampada Preta 7357,275.44,4.2,Algodão,2024-10-18
P7358,Calça Sarja Rosa 7358,161.61,5.0,Sarja,2023-05-25
P7359,Vestido Midi Preta 7359,163.45,4.7,Viscose,2026-06-24
P7360,Calça Sarja Azul 7360,105.35,4.6,Sarja,2022-03-18
P7361,Blazer Casual Marrom 7361,133.56,3.4,Poliéster,2025-08-05
P7362,Camisa Linho Cinza 7362,132.49,4.6,Algodão,2025-04-26
P7363,Blusa Social Rosa 7363,175.99,4.3,Viscose,2025-09-29
P7364,Camisa Manga Curta Cinza 7364,392.15,4.6,Algodão,2021-05-27
P7365,Bermuda Esportiva Vermelha 7365,328.99,4.0,Sarja,2023-07-10
P7366,Conjunto Moletom Branca 7366,282.44,3.9,Algodão/Poliéster,2024-08-22
P7367,Jaqueta Corta-Vento Rosa 7367,182.45,4.7,Nylon,2024-07-04
P7368,Blusa Social Rosa 7368,190.57,4.3,Viscose,2024-11-25
P7369,Blusa Social Preta 7369,71.82,4.7,Viscose,2024-08-05
P7370,Camisa Manga Curta Preta 7370,79.32,4.6,Algodão,2022-04-07
P7371,Bermuda Esportiva Preta 7371,156.87,4.1,Sarja,2025-09-09
P7372,Blusa Social Azul 7372,235.52,4.5,Viscose,2023-09-27
P7373,Camiseta Oversized Azul 7373,205.72,4.3,Algodão,2026-07-02
P7374,Bermuda Moletom Amarela 7374,354.87,4.9,Sarja,2023-12-13
P7375,Moletom Com Capuz Cinza 7375,158.09,4.3,Algodão/Poliéster,2024-01-18
P7376,Moletom Canguru Bege 7376,161.07,3.9,Algodão/Poliéster,2024-05-08
P7377,Moletom Básico Preta 7377,66.23,4.2,Algodão/Poliéster,2025-12-08
P7378,Calça Jeans Cinza 7378,46.56,4.8,Sarja,2026-02-08
P7379,Blusa Social Marrom 7379,115.07,4.5,Viscose,2024-04-24
P7380,Blusa Social Rosa 7380,272.9,3.9,Viscose,2024-02-05
P7381,Jaqueta Jeans Marrom 7381,229.17,3.8,Denim,2021-04-23
P7382,Camiseta Estampada Preta 7382,278.95,4.6,Algodão,2021-05-20
P7383,Calça Sarja Bege 7383,233.97,4.2,Sarja,2025-03-04
P7384,Conjunto Casual Rosa 7384,379.92,4.3,Algodão,2022-12-15
P7385,Saia Midi Vermelha 7385,270.23,5.0,Poliéster,2023-06-23
P7386,Moletom Com Capuz Preta 7386,178.72,3.8,Algodão/Poliéster,2024-07-24
P7387,Saia Jeans Preta 7387,104.0,3.3,Poliéster,2022-04-05
P7388,Conjunto Moletom Vermelha 7388,254.77,3.9,Algodão/Poliéster,2022-11-21
P7389,Calça Cargo Branca 7389,376.65,4.7,Sarja,2021-03-30
P7390,Calça Jogger Cinza 7390,182.89,5.0,Sarja,2025-05-08
P7391,Camisa Linho Preta 7391,57.52,4.4,Algodão,2023-11-19
P7392,Jaqueta Jeans Marrom 7392,226.28,3.5,Denim,2022-01-28
P7393,Regata Esportiva Cinza 7393,123.06,4.0,Algodão,2024-05-18
P7394,Jaqueta Bomber Vermelha 7394,196.18,5.0,Poliéster,2021-10-23
P7395,Bermuda Jeans Bege 7395,192.14,4.0,Sarja,2025-06-04
P7396,Moletom Estampado Branca 7396,92.89,4.7,Algodão/Poliéster,2022-04-24
P7397,Jaqueta Puffer Rosa 7397,176.42,4.4,Poliéster,2022-07-14
P7398,Camisa Social Amarela 7398,111.61,3.7,Algodão,2025-12-18
P7399,Regata Básica Bege 7399,183.1,4.8,Algodão,2025-03-18
P7400,Camisa Social Marrom 7400,356.97,4.4,Algodão,2024-11-09
P7401,Regata Esportiva Bege 7401,166.51,3.8,Algodão,2024-05-30
P7402,Blazer Slim Bege 7402,40.18,4.0,Poliéster,2023-12-12
P7403,Jaqueta Jeans Azul 7403,325.52,4.2,Denim,2022-02-02
P7404,Jaqueta Jeans Verde 7404,351.99,4.1,Denim,2022-09-14
P7405,Moletom Estampado Bege 7405,119.95,5.0,Algodão/Poliéster,2026-06-15
P7406,Bermuda Jeans Branca 7406,206.94,4.0,Sarja,2026-03-16
P7407,Blazer Social Amarela 7407,303.3,4.1,Poliéster,2025-02-11
P7408,Camisa Social Vermelha 7408,210.88,4.5,Algodão,2026-01-13
P7409,Regata Básica Cinza 7409,132.5,4.6,Algodão,2025-07-22
P7410,Bermuda Cargo Azul 7410,185.22,3.7,Sarja,2023-04-07
P7411,Camisa Linho Azul 7411,255.75,4.0,Algodão,2025-01-20
P7412,Regata Esportiva Cinza 7412,189.31,4.5,Algodão,2025-04-07
P7413,Blazer Slim Amarela 7413,284.95,4.6,Poliéster,2021-10-14
P7414,Vestido Floral Azul 7414,103.65,4.5,Viscose,2026-03-06
P7415,Bermuda Moletom Verde 7415,335.62,4.2,Sarja,2023-10-18
P7416,Jaqueta Jeans Marrom 7416,89.39,4.3,Denim,2022-10-11
P7417,Saia Casual Preta 7417,399.89,4.7,Poliéster,2023-09-08
P7418,Blusa Canelada Preta 7418,152.61,3.9,Viscose,2022-11-12
P7419,Saia Casual Amarela 7419,98.82,3.9,Poliéster,2022-11-19
P7420,Vestido Floral Amarela 7420,214.04,3.8,Viscose,2024-02-04
P7421,Regata Esportiva Cinza 7421,107.88,3.5,Algodão,2026-08-27
P7422,Jaqueta Jeans Preta 7422,188.92,3.3,Denim,2023-04-25
P7423,Calça Sarja Branca 7423,222.12,4.1,Sarja,2022-03-21
P7424,Saia Casual Marrom 7424,157.24,4.7,Poliéster,2025-04-25
P7425,Regata Canelada Bege 7425,131.98,5.0,Algodão,2022-09-03
P7426,Camiseta Básica Bege 7426,350.03,4.4,Algodão,2024-01-16
P7427,Camisa Linho Rosa 7427,48.59,4.6,Algodão,2022-06-09
P7428,Bermuda Jeans Rosa 7428,266.41,4.1,Sarja,2022-03-15
P7429,Camisa Manga Curta Azul 7429,62.26,4.9,Algodão,2022-06-06
P7430,Moletom Estampado Verde 7430,189.83,4.4,Algodão/Poliéster,2023-01-08
P7431,Saia Midi Amarela 7431,169.24,3.6,Poliéster,2026-06-01
P7432,Bermuda Cargo Vermelha 7432,155.91,3.8,Sarja,2024-10-20
P7433,Saia Plissada Vermelha 7433,143.39,4.1,Poliéster,2024-12-10
P7434,Bermuda Cargo Branca 7434,157.95,4.2,Sarja,2021-04-21
P7435,Blusa Manga Longa Cinza 7435,92.41,3.9,Viscose,2021-01-23
P7436,Blusa Canelada Rosa 7436,62.0,4.4,Viscose,2022-12-09
P7437,Saia Plissada Azul 7437,250.28,4.2,Poliéster,2026-01-11
P7438,Jaqueta Jeans Azul 7438,191.3,4.0,Denim,2021-02-03
P7439,Conjunto Esportivo Verde 7439,314.14,4.7,Poliéster,2025-05-05
P7440,Moletom Estampado Bege 7440,299.13,4.6,Algodão/Poliéster,2025-08-26
P7441,Camisa Social Bege 7441,61.59,4.5,Algodão,2022-07-29
P7442,Blazer Slim Preta 7442,85.3,4.2,Poliéster,2021-08-31
P7443,Camiseta Oversized Cinza 7443,77.22,4.3,Algodão,2021-11-14
P7444,Moletom Básico Amarela 7444,235.64,3.6,Algodão/Poliéster,2021-06-09
P7445,Jaqueta Corta-Vento Verde 7445,228.67,4.4,Nylon,2025-10-12
P7446,Regata Básica Bege 7446,270.89,4.2,Algodão,2025-06-16
P7447,Camisa Manga Curta Bege 7447,183.55,3.5,Algodão,2024-10-23
P7448,Bermuda Jeans Branca 7448,245.98,4.7,Sarja,2021-07-05
P7449,Saia Casual Preta 7449,85.14,4.5,Poliéster,2026-05-20
P7450,Camisa Social Amarela 7450,336.46,4.5,Algodão,2024-11-16
P7451,Saia Plissada Bege 7451,304.59,3.5,Poliéster,2025-09-10
P7452,Jaqueta Bomber Cinza 7452,140.08,4.5,Poliéster,2023-02-25
P7453,Regata Básica Azul 7453,107.77,3.6,Algodão,2022-02-14
P7454,Conjunto Moletom Amarela 7454,70.87,4.1,Algodão/Poliéster,2025-08-28
P7455,Blusa Básica Amarela 7455,134.33,4.3,Viscose,2021-04-17
P7456,Blazer Casual Marrom 7456,140.19,4.4,Poliéster,2022-01-14
P7457,Bermuda Esportiva Bege 7457,98.32,4.8,Sarja,2021-11-14
P7458,Camisa Social Amarela 7458,98.82,3.7,Algodão,2021-06-24
P7459,Calça Social Amarela 7459,251.23,3.4,Sarja,2024-02-15
P7460,Regata Esportiva Marrom 7460,243.88,3.4,Algodão,2022-04-18
P7461,Vestido Midi Verde 7461,189.01,3.8,Viscose,2026-06-22
P7462,Moletom 7462,206.9,4.6,Algodão/Poliéster,2026-04-13
P7463,Blusa Básica Azul 7463,291.22,3.2,Viscose,2021-12-15
P7464,Blusa Social Amarela 7464,389.61,4.2,Viscose,2025-09-12
P7465,Blazer Slim Azul 7465,62.47,4.6,Poliéster,2021-03-22
P7466,Jaqueta Corta-Vento Bege 7466,349.91,4.7,Nylon,2022-08-15
P7467,Jaqueta Puffer Cinza 7467,370.38,4.7,Poliéster,2024-09-27
P7468,Saia Jeans Verde 7468,123.2,4.1,Poliéster,2022-03-03
P7469,Vestido Midi Amarela 7469,199.84,4.1,Viscose,2021-06-11
P7470,Vestido Longo Azul 7470,194.58,4.6,Viscose,2021-11-21
P7471,Regata Canelada Bege 7471,398.44,4.6,Algodão,2024-09-24
P7472,Blusa Manga Longa Marrom 7472,324.27,4.5,Viscose,2022-04-03
P7473,Blazer Social Rosa 7473,373.69,3.9,Poliéster,2022-05-24
P7474,Regata Esportiva Branca 7474,286.15,4.1,Algodão,2022-03-01
P7475,Conjunto Moletom Amarela 7475,96.08,4.5,Algodão/Poliéster,2025-12-30
P7476,Saia Plissada Branca 7476,148.53,4.6,Poliéster,2026-01-12
P7477,Calça Jogger Rosa 7477,136.83,4.0,Sarja,2025-07-24
P7478,Saia Plissada Preta 7478,328.31,4.8,Poliéster,2021-02-11
P7479,Camisa Manga Curta Amarela 7479,353.47,4.2,Algodão,2022-06-03
P7480,Bermuda Jeans Azul 7480,219.37,4.7,Sarja,2025-12-26
P7481,Vestido Floral Preta 7481,320.8,4.3,Viscose,2024-02-21
P7482,Camisa Manga Curta Amarela 7482,345.43,4.2,Algodão,2021-03-27
P7483,Blusa Canelada Preta 7483,40.62,3.7,Viscose,2022-05-31
P7484,Saia Midi Bege 7484,399.89,3.7,Poliéster,2025-09-07
P7485,Moletom Canguru Azul 7485,150.47,4.7,Algodão/Poliéster,2025-12-24
P7486,Vestido Casual Rosa 7486,366.02,4.3,Viscose,2023-05-31
P7487,Regata Básica Bege 7487,354.87,4.1,Algodão,2021-11-10
P7488,Camiseta Polo Branca 7488,128.8,4.2,Algodão,2021-06-09
P7489,Moletom Estampado Verde 7489,238.65,4.4,Algodão/Poliéster,2022-04-12
P7490,Conjunto Casual Cinza 7490,356.65,4.5,Algodão,2025-07-12
P7491,Jaqueta Jeans Amarela 7491,303.38,4.4,Denim,2025-09-07
P7492,Blazer Slim Cinza 7492,247.2,4.6,Poliéster,2022-06-15
P7493,Jaqueta Jeans Rosa 7493,41.6,4.0,Denim,2026-07-16
P7494,Camisa Linho Azul 7494,399.89,4.6,Algodão,2025-12-22
P7495,Blusa Manga Longa Marrom 7495,211.84,4.3,Viscose,2026-08-06
P7496,Blusa Básica Azul 7496,183.22,4.9,Viscose,2025-04-06
P7497,Saia Midi Verde 7497,219.24,4.3,Poliéster,2024-03-31
P7498,Regata Básica Azul 7498,326.8,4.5,Algodão,2026-07-25
P7499,Saia Midi Bege 7499,118.19,4.9,Poliéster,2024-11-25
P7500,Camisa Flanela Amarela 7500,53.02,4.8,Algodão,2025-09-18
P7501,Moletom Básico Vermelha 7501,135.93,4.2,Algodão/Poliéster,2023-04-14
P7502,Camiseta Estampada Cinza 7502,40.47,4.1,Algodão,2022-05-14
P7503,Camisa Flanela Branca 7503,124.16,4.6,Algodão,2024-04-01
P7504,Blazer Slim Verde 7504,154.07,4.1,Poliéster,2023-04-27
P7505,Jaqueta Jeans Verde 7505,357.64,3.9,Denim,2022-12-28
P7506,Camisa Flanela Bege 7506,312.17,4.7,Algodão,2024-12-12
P7507,Conjunto Esportivo Branca 7507,289.22,4.6,Poliéster,2024-06-17
P7508,Calça Cargo Marrom 7508,270.87,4.9,Sarja,2022-10-16
P7509,Jaqueta Corta-Vento Amarela 7509,78.01,5.0,Nylon,2022-05-15
P7510,Bermuda Cargo Branca 7510,263.8,4.7,Sarja,2024-02-05
P7511,Bermuda Cargo Preta 7511,394.29,3.7,Sarja,2022-11-08
P7512,Blazer Slim Amarela 7512,276.12,4.5,Poliéster,2022-05-07
P7513,Conjunto Casual Cinza 7513,240.99,4.3,Algodão,2022-04-05
P7514,Camisa Flanela Vermelha 7514,228.26,4.4,Algodão,2024-10-03
P7515,Moletom Com Capuz Cinza 7515,190.32,4.1,Algodão/Poliéster,2023-05-10
P7516,Camiseta Básica Preta 7516,63.54,3.9,Algodão,2022-12-09
P7517,Blusa Manga Longa Cinza 7517,86.13,4.2,Viscose,2021-08-27
P7518,Saia Casual Amarela 7518,275.68,4.5,Poliéster,2021-04-25
P7519,Jaqueta Corta-Vento Amarela 7519,74.9,5.0,Nylon,2024-12-08
